test,arch,platform,passed,status,extra_args,qemu,qemu_time,ram_size,rom_size
tests/kernel/test_pipe_priv/test,arm,stm32_mini_a15,True,,,False,,14872,25796
tests/kernel/test_early_sleep/test,x86,arduino_101,True,,,False,,11072,21811
tests/kernel/test_timer/nanokernel/test,arc,arduino_101_sss,True,,,False,,8484,10736
tests/bluetooth/init/test_nano,arc,arduino_101_sss,True,,KERNEL_TYPE=nano,False,,7780,21112
tests/benchmark/footprint/microkernel/footprint-max,x86,arduino_101,True,,TEST=max,False,,19548,36649
tests/kernel/test_context/test,arm,olimexino_stm32,True,,,False,,6148,13372
tests/bluetooth/init/test_12,arm,olimexino_stm32,True,,CONF_FILE=prj_12.conf,False,,14152,44668
tests/crypto/test_sha256/test,arm,frdm_k64f,True,,,False,,47800,18566
tests/kernel/test_rand32/test,x86,minnowboard,True,,,False,,19693,13221
tests/kernel/test_errno/test,x86,arduino_101,True,,,False,,5764,14835
tests/kernel/test_build/test_newlib,x86,quark_se_devboard,True,,CONF_FILE=newlib.conf,False,,7960,22618
tests/kernel/test_map/test,x86,galileo,True,,,False,,50633,36945
samples/bluetooth/peripheral_csc/test_arm,arm,frdm_k64f,True,,,False,,14296,36058
tests/kernel/test_build/test_debug,arm,qemu_cortex_m3,True,,CONF_FILE=debug.conf,True,,5316,16336
tests/bluetooth/init/test_5,arm,stm32_mini_a15,True,,CONF_FILE=prj_5.conf,False,,13784,42048
samples/cpp_synchronization/microkernel/test,arm,frdm_k64f,True,,,False,,11064,21640
tests/bluetooth/init/test_13,arm,olimexino_stm32,True,,CONF_FILE=prj_13.conf,False,,14152,45936
tests/bluetooth/init/test_2,arm,qemu_cortex_m3,True,,CONF_FILE=prj_2.conf,True,,12720,30164
tests/bluetooth/init/test_11,arm,stm32_mini_a15,True,,CONF_FILE=prj_11.conf,False,,14008,47220
tests/kernel/test_obj_tracing/nanokernel/test,x86,quark_se_devboard,True,,,False,,11532,14438
tests/kernel/test_bitfield/test,x86,quark_d2000_crb,True,,,False,,1024,6946
tests/kernel/test_fifo/nanokernel/test,arc,quark_se_sss_devboard,True,,,False,,8084,18188
tests/bluetooth/init/test_h5,arm,arduino_due,True,,CONF_FILE=prj_h5.conf,False,,12052,19928
samples/cpp_synchronization/nanokernel/test,x86,qemu_x86_iamcu,True,,,True,,13776,8604
tests/bluetooth/init/test_micro,arm,qemu_cortex_m3,True,,,True,,11964,22912
tests/bluetooth/shell/test_arm_nano,arm,frdm_k64f,True,,KERNEL_TYPE=nano,False,,18280,83274
samples/cpp_synchronization/nanokernel/test,x86,arduino_101,True,,,False,,7268,14386
tests/bluetooth/shell/test_x86_nano,x86,quark_se_devboard,True,,KERNEL_TYPE=nano,False,,20236,100808
tests/bluetooth/test_bluetooth/test_micro,arm,stm32_mini_a15,True,,,False,,11664,23356
tests/kernel/test_pipe_priv/test,x86,qemu_x86_iamcu,True,,,True,10.228718996047974,39069,27585
tests/bluetooth/init/test_14,x86,arduino_101,True,,CONF_FILE=prj_14.conf,False,,16188,61892
tests/kernel/test_events/test,x86,minnowboard,True,,,False,,26243,16659
tests/kernel/test_mem_safe/test,arm,frdm_k64f,True,,,False,,3864,11932
tests/kernel/test_build/test_newlib,x86,qemu_x86,True,,CONF_FILE=newlib.conf,True,,58271,53055
tests/benchmark/footprint/nanokernel/footprint-min,arc,arduino_101_sss,True,,TEST=min,False,,1380,3744
tests/bluetooth/init/test_2,x86,arduino_101,True,,CONF_FILE=prj_2.conf,False,,15004,44398
tests/benchmark/footprint/nanokernel/footprint-reg,arc,quark_se_sss_devboard,True,,TEST=reg,False,,4736,5772
tests/kernel/test_fifo/microkernel/test,x86,qemu_x86,True,,,True,0.2567911148071289,31430,22846
tests/kernel/test_mutex/test,x86,qemu_x86_iamcu,True,,,True,7.747883319854736,25226,16710
samples/bluetooth/beacon/test_x86,x86,qemu_x86,True,,,True,,39723,30363
tests/bluetooth/init/test_h5_dbg,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_h5_dbg.conf,True,,44887,32295
tests/bluetooth/shell/test_nble,x86,arduino_101,True,,"CONF_FILE=""prj_nble.conf""",False,,20188,52237
tests/bluetooth/init/test_18,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_18.conf,True,,52873,43689
samples/cpp_synchronization/microkernel/test,x86,qemu_x86_iamcu,True,,,True,,27890,19338
tests/bluetooth/init/test_6,arm,qemu_cortex_m3,True,,CONF_FILE=prj_6.conf,True,,13580,41304
tests/kernel/test_sleep/test,x86,qemu_x86,True,,,True,2.2628419399261475,14053,10345
tests/kernel/test_static_idt/nanokernel/test,x86,galileo,True,,,False,,34974,28266
tests/benchmark/footprint/microkernel/footprint-reg,x86,minnowboard,True,,TEST=reg,False,,18502,15834
tests/bluetooth/init/test_8,x86,galileo,True,,CONF_FILE=prj_8.conf,False,,82643,69923
tests/kernel/test_mem_safe/test,arm,nucleo_f103rb,True,,,False,,3700,11640
tests/benchmark/footprint/nanokernel/footprint-min,x86,qemu_x86,True,,TEST=min,True,,1991,1699
samples/bluetooth/peripheral_dis/test_arm,arm,stm32_mini_a15,True,,,False,,13332,33732
tests/kernel/test_sleep/test,x86,minnowboard,True,,,False,,14089,10381
tests/kernel/test_fifo/microkernel/test,x86,qemu_x86_iamcu,True,,,True,0.27967333793640137,30959,22383
tests/kernel/test_timer/microkernel/test,x86,galileo,True,,,False,,61322,46570
tests/bluetooth/test_bluetooth/test_micro,x86,galileo,True,,,False,,58173,45741
samples/bluetooth/peripheral/test_x86,x86,qemu_x86,True,,,True,,80041,68105
tests/kernel/test_pool/test,x86,quark_se_devboard,True,,,False,,22152,23445
tests/benchmark/boot_time/nanokernel/test,x86,galileo,True,,,False,,34542,27810
samples/sensor/bmi160/arc/test,arc,arduino_101_sss,True,,,False,,5732,33664
tests/kernel/test_libs/test,arm,stm32_mini_a15,True,,,False,,10788,15080
tests/benchmark/footprint/microkernel/footprint-max,x86,galileo,True,,TEST=max,False,,68491,56803
tests/kernel/test_mem_safe/test,x86,qemu_x86,True,,,True,0.23169589042663574,16042,12794
tests/benchmark/boot_time/microkernel/test,x86,minnowboard,True,,,False,,19033,13513
samples/bluetooth/peripheral_sc_only/test_arm,arm,stm32_mini_a15,True,,,False,,14048,44464
samples/philosophers/microkernel/test,arm,nucleo_f103rb,True,,,False,,14420,23432
tests/benchmark/footprint/nanokernel/footprint-max,x86,quark_se_devboard,True,,TEST=max,False,,6336,13929
tests/kernel/test_mutex/test,arm,nucleo_f103rb,True,,,False,,11636,16400
tests/kernel/test_pool/test,arm,nucleo_f103rb,True,,,False,,20240,17072
tests/kernel/test_lifo/test,arm,arduino_due,True,,,False,,7208,14544
tests/kernel/test_stackprot/nanokernel/test,x86,minnowboard,True,,,False,,13713,9529
tests/kernel/test_stack/nanokernel/test,x86,quark_d2000_crb,True,,,False,,7316,9300
tests/kernel/test_build/test_debug,x86,qemu_x86_iamcu,True,,CONF_FILE=debug.conf,True,,24015,18835
tests/kernel/test_lifo/test,arc,arduino_101_sss,True,,,False,,8320,16964
tests/kernel/test_events/test,x86,arduino_101,True,,,False,,13568,22058
tests/bluetooth/init/test_3,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_3.conf,True,,45877,36805
tests/kernel/test_stackprot/nanokernel/test,x86,qemu_x86_iamcu,True,,,True,0.21869349479675293,13612,9428
tests/bluetooth/init/test_13,x86,arduino_101,True,,CONF_FILE=prj_13.conf,False,,16124,60980
tests/bluetooth/init/test_h5,x86,arduino_101,True,,CONF_FILE=prj_h5.conf,False,,14140,29966
samples/drivers/current_sensing/test,arc,arduino_101_sss,True,,,False,,4380,8624
tests/bluetooth/init/test_21,arm,nucleo_f103rb,True,,CONF_FILE=prj_21.conf,False,,18472,82316
tests/kernel/test_task_priv/test,arm,stm32_mini_a15,True,,,False,,10900,15668
tests/bluetooth/init/test_nano,arm,arduino_due,True,,KERNEL_TYPE=nano,False,,6744,17716
tests/bluetooth/init/test_19,x86,minnowboard,True,,CONF_FILE=prj_19.conf,False,,55318,46134
tests/crypto/test_sha256/test,x86,arduino_101,True,,,False,,49276,24765
tests/bluetooth/init/test_micro,arm,frdm_k64f,True,,,False,,12468,25830
tests/bluetooth/init/test_5,x86,qemu_x86,True,,CONF_FILE=prj_5.conf,True,,59482,49866
tests/benchmark/boot_time/nanokernel/test,x86,qemu_x86_iamcu,True,,,True,0.22003483772277832,11461,7769
tests/kernel/test_static_idt/nanokernel/test,x86,quark_se_devboard,True,,,False,,5768,14161
tests/kernel/test_pool/test,arm,frdm_k64f,True,,,False,,20404,17364
tests/kernel/test_mutex/test,x86,minnowboard,True,,,False,,25664,17144
tests/kernel/test_fifo_priv/test,arm,arduino_due,True,,,False,,10540,15176
tests/bluetooth/init/test_16,arm,olimexino_stm32,True,,CONF_FILE=prj_16.conf,False,,13144,34944
tests/kernel/test_bitfield/test,x86,quark_se_devboard,True,,,False,,5220,15075
tests/bluetooth/init/test_21,arm,stm32_mini_a15,True,,CONF_FILE=prj_21.conf,False,,18376,82308
tests/kernel/test_early_sleep/test,arm,nucleo_f103rb,True,,,False,,9400,15772
tests/bluetooth/init/test_9,arm,olimexino_stm32,True,,CONF_FILE=prj_9.conf,False,,14164,45284
tests/bluetooth/init/test_h5_dbg,x86,galileo,True,,CONF_FILE=prj_h5_dbg.conf,False,,68019,52387
tests/bluetooth/init/test_12,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_12.conf,True,,61363,51683
tests/benchmark/footprint/nanokernel/footprint-max,x86,galileo,True,,TEST=max,False,,39367,32147
tests/benchmark/latency_measure/nanokernel/test,x86,minnowboard,True,,,False,,21525,15097
tests/bluetooth/init/test_8,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_8.conf,True,,58640,48992
tests/benchmark/footprint/microkernel/footprint-reg,x86,arduino_101,True,,TEST=reg,False,,7892,21092
tests/bluetooth/init/test_16,x86,quark_se_devboard,True,,CONF_FILE=prj_16.conf,False,,15068,47354
tests/benchmark/app_kernel/test,x86,minnowboard,True,,,False,,76110,44422
tests/bluetooth/init/test_18,x86,galileo,True,,CONF_FILE=prj_18.conf,False,,76611,64355
tests/kernel/test_mail/test,x86,qemu_x86,True,,,True,0.37232446670532227,36113,25433
tests/benchmark/sys_kernel/nanokernel/test,x86,minnowboard,True,,,False,,26997,19305
tests/kernel/test_lifo/test,arm,nucleo_f103rb,True,,,False,,7576,17624
tests/bluetooth/init/test_nano,x86,quark_se_devboard,True,,KERNEL_TYPE=nano,False,,9024,26915
tests/kernel/test_sema/nanokernel/test,arc,quark_se_sss_devboard,True,,,False,,8068,15488
tests/bluetooth/init/test_5,x86,arduino_101,True,,CONF_FILE=prj_5.conf,False,,15868,55906
samples/philosophers/microkernel/test,x86,galileo,True,,,False,,50189,35477
tests/kernel/test_pipe_priv/test,arm,frdm_k64f,True,,,False,,15140,26100
tests/kernel/test_rand32/test,arm,qemu_cortex_m3,True,,,True,0.011766910552978516,8404,10444
tests/kernel/test_stackprot/nanokernel/test,arm,arduino_due,True,,,False,,4252,7516
tests/kernel/test_bitfield/test,x86,minnowboard,True,,,False,,12366,9210
samples/philosophers/nanokernel/test,arm,qemu_cortex_m3,True,,,True,,9480,5932
tests/kernel/test_early_sleep/test,arm,qemu_cortex_m3,True,,,True,2.9006900787353516,9080,13072
tests/crypto/test_aes/test,x86,quark_se_devboard,True,,,False,,13436,32210
samples/cpp_synchronization/microkernel/test,x86,minnowboard,True,,,False,,28561,20001
tests/drivers/pinmux/test_pinmux_dev,x86,arduino_101,True,,,False,,5252,13263
tests/kernel/test_obj_tracing/nanokernel/test,x86,arduino_101,True,,,False,,11532,14451
samples/net/coap_observe_client/test_bt,x86,qemu_x86,True,,"CONF_FILE=""prj_bt.conf""",True,,116333,96377
tests/kernel/test_tickless/microkernel/test,x86,arduino_101,True,,,False,,12476,20138
tests/kernel/test_stack/nanokernel/test,x86,galileo,True,,,False,,43655,31155
samples/drivers/aio_comparator/test,x86,arduino_101,True,,,False,,5520,14653
samples/drivers/rtc/test,x86,quark_d2000_crb,True,,,False,,1044,5255
samples/bluetooth/ipsp/test_arm,arm,stm32_mini_a15,True,,,False,,39668,81092
tests/bluetooth/test_bluetooth/test_nano,arm,frdm_k64f,True,,KERNEL_TYPE=nano,False,,6776,18498
tests/kernel/test_mail_priv/test,x86,galileo,True,,,False,,59910,46118
tests/kernel/test_slist/test,arm,qemu_cortex_m3,True,,,True,0.006818294525146484,3288,6276
tests/bluetooth/init/test_10,arm,qemu_cortex_m3,True,,CONF_FILE=prj_10.conf,True,,13720,42484
samples/drivers/spi_test/test,x86,galileo,True,,,False,,33859,27631
tests/kernel/test_mail_priv/test,x86,minnowboard,True,,,False,,36075,25395
tests/kernel/test_errno/test,x86,quark_se_devboard,True,,,False,,5764,14822
tests/bluetooth/init/test_9,x86,qemu_x86,True,,CONF_FILE=prj_9.conf,True,,63581,53901
tests/benchmark/footprint/nanokernel/footprint-reg,arm,olimexino_stm32,True,,TEST=reg,False,,2120,7068
tests/bluetooth/init/test_nano,x86,arduino_101,True,,KERNEL_TYPE=nano,False,,9024,26955
tests/kernel/test_critical/test,arm,nucleo_f103rb,True,,,False,,9072,13868
tests/kernel/test_early_sleep/test,x86,qemu_x86_iamcu,True,,,True,3.1137781143188477,23004,15968
samples/cpp_synchronization/nanokernel/test,arm,frdm_k64f,True,,,False,,5804,9408
tests/kernel/test_obj_tracing/microkernel/test,arm,nucleo_f103rb,True,,,False,,14504,15104
tests/bluetooth/init/test_17,arm,qemu_cortex_m3,True,,CONF_FILE=prj_17.conf,True,,18172,81492
tests/kernel/test_obj_tracing/microkernel/test,x86,quark_se_devboard,True,,,False,,16292,21349
samples/bluetooth/ipsp/test_x86,x86,qemu_x86,True,,,True,,113449,93973
samples/drivers/led_apa102c/test,x86,arduino_101,True,,,False,,5404,15891
samples/synchronization/nanokernel/test,arm,qemu_cortex_m3,True,,,True,,5292,8492
tests/bluetooth/init/test_20,x86,galileo,True,,CONF_FILE=prj_20.conf,False,,131704,115992
tests/bluetooth/init/test_16,arm,qemu_cortex_m3,True,,CONF_FILE=prj_16.conf,True,,12796,32404
tests/bluetooth/init/test_5,arm,nucleo_f103rb,True,,CONF_FILE=prj_5.conf,False,,13880,42052
tests/kernel/test_task_priv/test,x86,minnowboard,True,,,False,,24802,16234
tests/benchmark/footprint/microkernel/footprint-float,x86,minnowboard,True,,TEST=float,False,,45177,36561
samples/synchronization/nanokernel/test,x86,minnowboard,True,,,False,,17567,12387
tests/crypto/test_aes/test,arm,frdm_k64f,True,,,False,,11960,26050
tests/kernel/test_sema/nanokernel/test,x86,arduino_101,True,,,False,,9000,21677
tests/bluetooth/init/test_17,x86,minnowboard,True,,CONF_FILE=prj_17.conf,False,,111468,98988
tests/kernel/test_build/test_debug,x86,galileo,True,,CONF_FILE=debug.conf,False,,60730,52510
tests/kernel/test_fifo/nanokernel/test,x86,galileo,True,,,False,,47536,37852
samples/bluetooth/central/test_arm,arm,qemu_cortex_m3,True,,,True,,12736,33924
samples/synchronization/microkernel/test,x86,qemu_x86,True,,,True,,23537,17041
tests/bluetooth/init/test_16,x86,galileo,True,,CONF_FILE=prj_16.conf,False,,72577,60433
tests/kernel/test_sema/microkernel/test,x86,quark_se_devboard,True,,,False,,11660,23635
tests/kernel/test_static_idt/microkernel/test,x86,minnowboard,True,,,False,,22427,13899
tests/bluetooth/init/test_19,x86,arduino_101,True,,CONF_FILE=prj_19.conf,False,,16796,52363
tests/kernel/test_slist/test,arm,arduino_due,True,,,False,,3240,6772
tests/kernel/test_slist/test,x86,arduino_101,True,,,False,,5252,15039
tests/kernel/test_map_priv/test,arm,nucleo_f103rb,True,,,False,,12928,15584
tests/bluetooth/test_bluetooth/test_micro,x86,minnowboard,True,,,False,,35937,26577
tests/benchmark/footprint/nanokernel/footprint-min,x86,qemu_x86_iamcu,True,,TEST=min,True,,2032,1740
tests/kernel/test_build/test_newlib,arm,nucleo_f103rb,True,,CONF_FILE=newlib.conf,False,,8016,47324
tests/kernel/test_fifo/nanokernel/test,x86,minnowboard,True,,,False,,25265,18621
tests/benchmark/footprint/microkernel/footprint-max,x86,minnowboard,True,,TEST=max,False,,44793,36193
tests/kernel/test_mail_priv/test,x86,qemu_x86,True,,,True,0.40259456634521484,36065,25385
tests/bluetooth/init/test_17,x86,qemu_x86,True,,CONF_FILE=prj_17.conf,True,,111244,98764
tests/kernel/test_task_priv/test,x86,galileo,True,,,False,,48606,36902
tests/kernel/test_obj_tracing/microkernel/test,arm,frdm_k64f,True,,,False,,14676,15392
tests/bluetooth/init/test_11,x86,galileo,True,,CONF_FILE=prj_11.conf,False,,88827,76075
tests/bluetooth/init/test_3,x86,minnowboard,True,,CONF_FILE=prj_3.conf,False,,47131,38059
samples/synchronization/nanokernel/test,arm,stm32_mini_a15,True,,,False,,5516,11256
tests/kernel/test_ring_buf/test,arm,olimexino_stm32,True,,,False,,4708,8984
tests/kernel/test_lifo/test,x86,qemu_x86_iamcu,True,,,True,7.648768424987793,23877,17073
tests/kernel/test_rand32/test,arm,stm32_mini_a15,True,,,False,,8628,13140
tests/bluetooth/init/test_micro,arm,olimexino_stm32,True,,,False,,12312,25452
tests/kernel/test_sema_priv/test,arm,frdm_k64f,True,,,False,,17736,17724
tests/kernel/test_stackprot/microkernel/test,arm,arduino_due,True,,,False,,10464,14228
tests/kernel/test_build/test_debug,arm,frdm_k64f,True,,CONF_FILE=debug.conf,False,,5800,21112
tests/kernel/test_xip/microkernel/test,arm,arduino_due,True,,,False,,7340,10696
tests/benchmark/footprint/nanokernel/footprint-max,arm,qemu_cortex_m3,True,,TEST=max,True,,4352,8536
tests/bluetooth/init/test_17,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_17.conf,True,,109535,97055
tests/bluetooth/shell/test_x86_nano,x86,qemu_x86,True,,KERNEL_TYPE=nano,True,,112003,99059
tests/bluetooth/init/test_1,x86,qemu_x86,True,,CONF_FILE=prj_1.conf,True,,45948,36876
tests/bluetooth/init/test_3,arm,nucleo_f103rb,True,,CONF_FILE=prj_3.conf,False,,13020,32668
tests/kernel/test_ipm/test,arm,stm32_mini_a15,True,,,False,,4288,12768
samples/bluetooth/peripheral_esp/test_x86,x86,qemu_x86,True,,,True,,67224,57576
tests/benchmark/footprint/microkernel/footprint-min,x86,minnowboard,True,,TEST=min,False,,5946,5394
tests/kernel/test_atomic/test,arm,qemu_cortex_m3,True,,,True,0.008731603622436523,3264,8304
tests/kernel/test_arm_m3_irq_vector_table/test,arm,nucleo_f103rb,True,,,False,,3712,14788
tests/bluetooth/init/test_14,x86,galileo,True,,CONF_FILE=prj_14.conf,False,,88210,75426
tests/kernel/test_early_sleep/test,arm,frdm_k64f,True,,,False,,9564,16056
tests/kernel/test_ring_buf/test,x86,quark_se_devboard,True,,,False,,6296,14191
tests/kernel/test_map_priv/test,arm,arduino_due,True,,,False,,12560,13384
tests/bluetooth/init/test_14,arm,qemu_cortex_m3,True,,CONF_FILE=prj_14.conf,True,,13848,44380
samples/bluetooth/central/test_arm,arm,stm32_mini_a15,True,,,False,,12940,36424
tests/kernel/test_timer/nanokernel/test,x86,qemu_x86,True,,,True,30.49965238571167,18947,11663
tests/kernel/test_ring_buf/test,arm,frdm_k64f,True,,,False,,4824,9168
tests/bluetooth/init/test_21,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_21.conf,True,,107371,94891
samples/bluetooth/peripheral_hr/test_arm,arm,stm32_mini_a15,True,,,False,,16852,54536
tests/benchmark/footprint/nanokernel/footprint-min,x86,quark_se_devboard,True,,TEST=min,False,,352,1987
tests/bluetooth/init/test_1,arm,stm32_mini_a15,True,,CONF_FILE=prj_1.conf,False,,12924,31844
tests/bluetooth/init/test_17,arm,stm32_mini_a15,True,,CONF_FILE=prj_17.conf,False,,18376,83992
tests/kernel/test_map_priv/test,arm,olimexino_stm32,True,,,False,,12976,15624
tests/kernel/test_stackprot/nanokernel/test,x86,arduino_101,True,,,False,,6280,16538
samples/drivers/pci_enum/test_micro,x86,qemu_x86,True,,KERNEL_TYPE=micro,True,,18123,12675
tests/kernel/test_events/test,arm,olimexino_stm32,True,,,False,,11964,16084
tests/bluetooth/init/test_15,x86,galileo,True,,CONF_FILE=prj_15.conf,False,,85205,72485
tests/kernel/test_timer/nanokernel/test,arm,frdm_k64f,True,,,False,,7908,11672
samples/philosophers/microkernel/test,arm,frdm_k64f,True,,,False,,14512,22976
tests/kernel/test_libs/test,arm,olimexino_stm32,True,,,False,,10932,15124
tests/kernel/test_sleep/test,arc,quark_se_sss_devboard,True,,,False,,4896,9872
samples/cpp_synchronization/microkernel/test,arm,olimexino_stm32,True,,,False,,11020,22144
tests/benchmark/footprint/nanokernel/footprint-min,arm,olimexino_stm32,True,,TEST=min,False,,756,4928
tests/crypto/test_sha256/test,arm,arduino_due,True,,,False,,47260,16068
tests/kernel/test_arm_m3_irq_vector_table/test,arm,olimexino_stm32,True,,,False,,3760,14832
tests/kernel/test_sema_priv/test,arm,arduino_due,True,,,False,,17204,15236
tests/kernel/test_pipe_priv/test,arm,olimexino_stm32,True,,,False,,15016,25836
samples/drivers/adc/test,x86,quark_d2000_crb,True,,,False,,1196,7465
tests/bluetooth/test_bluetooth/test_micro,x86,qemu_x86,True,,,True,0.2236180305480957,35835,26475
tests/kernel/test_map_priv/test,x86,minnowboard,True,,,False,,26907,16315
tests/benchmark/boot_time/microkernel/test,x86,galileo,True,,,False,,42900,34292
tests/kernel/test_obj_tracing/microkernel/test,x86,qemu_x86,True,,,True,0.23935508728027344,27442,15778
samples/kernel_event_logger/microkernel/test,arm,frdm_k64f,True,,,False,,20460,33824
tests/kernel/test_sema/nanokernel/test,arm,arduino_due,True,,,False,,6952,13232
tests/bluetooth/init/test_micro,x86,minnowboard,True,,,False,,38516,29156
tests/bluetooth/init/test_17,arm,nucleo_f103rb,True,,CONF_FILE=prj_17.conf,False,,18472,84000
tests/kernel/test_mutex/test,arm,olimexino_stm32,True,,,False,,11684,16440
tests/kernel/test_timer/nanokernel/test,x86,qemu_x86_iamcu,True,,,True,30.45767116546631,18672,11388
samples/cpp_synchronization/nanokernel/test,arm,olimexino_stm32,True,,,False,,5680,9220
tests/bluetooth/init/test_0,arm,qemu_cortex_m3,True,,CONF_FILE=prj_0.conf,True,,10936,18360
samples/kernel_event_logger/nanokernel/test,x86,minnowboard,True,,,False,,25873,11973
tests/bluetooth/init/test_8,arm,arduino_due,True,,CONF_FILE=prj_8.conf,False,,13516,40120
samples/philosophers/nanokernel/test,arm,arduino_due,True,,,False,,9432,6428
tests/benchmark/boot_time/nanokernel/test,x86,quark_se_devboard,True,,,False,,5756,13659
tests/kernel/test_libs/test,x86,arduino_101,True,,,False,,12544,21112
tests/benchmark/latency_measure/nanokernel/test,x86,qemu_x86,True,,,True,0.30541229248046875,21418,14990
tests/kernel/test_context/test,arm,qemu_cortex_m3,True,,,True,5.938650369644165,5780,10576
samples/cpp_synchronization/nanokernel/test,arm,arduino_due,True,,,False,,5264,6916
tests/benchmark/footprint/microkernel/footprint-max,x86,qemu_x86_iamcu,True,,TEST=max,True,,43560,34960
samples/bluetooth/central/test_x86,x86,qemu_x86,True,,,True,,52391,43319
tests/bluetooth/init/test_h5_dbg,x86,arduino_101,True,,CONF_FILE=prj_h5_dbg.conf,False,,17212,34182
tests/bluetooth/init/test_10,x86,quark_se_devboard,True,,CONF_FILE=prj_10.conf,False,,16060,59507
tests/bluetooth/init/test_11,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_11.conf,True,,64600,54920
tests/kernel/test_obj_tracing/nanokernel/test,x86,galileo,True,,,False,,40700,28220
samples/cpp_synchronization/microkernel/test,arm,arduino_due,True,,,False,,10532,17544
tests/benchmark/footprint/microkernel/footprint-min,arm,frdm_k64f,True,,TEST=min,False,,1932,9180
tests/kernel/test_map_priv/test,arm,stm32_mini_a15,True,,,False,,12832,15584
tests/kernel/test_mutex/test,x86,qemu_x86,True,,,True,7.783165693283081,25645,17125
tests/kernel/test_mail/test,x86,galileo,True,,,False,,59958,46166
tests/kernel/test_fifo/nanokernel/test,x86,quark_se_devboard,True,,,False,,9064,24278
tests/bluetooth/init/test_18,arm,stm32_mini_a15,True,,CONF_FILE=prj_18.conf,False,,14688,38484
tests/kernel/test_lifo/test,arm,qemu_cortex_m3,True,,,True,7.328579664230347,7256,14052
samples/cpp_synchronization/nanokernel/test,arm,stm32_mini_a15,True,,,False,,5536,9180
samples/philosophers/microkernel/test,arm,stm32_mini_a15,True,,,False,,14324,23428
tests/crypto/test_ctr/test,x86,qemu_x86,True,,,True,0.21106839179992676,21540,16092
tests/kernel/test_ipm/test,x86,minnowboard,True,,,False,,17895,13971
tests/kernel/test_critical/test,arm,stm32_mini_a15,True,,,False,,8976,13868
samples/synchronization/microkernel/test,arm,frdm_k64f,True,,,False,,8964,15724
tests/bluetooth/shell/test_x86,x86,quark_se_devboard,True,,,False,,25340,106228
tests/bluetooth/init/test_2,arm,stm32_mini_a15,True,,CONF_FILE=prj_2.conf,False,,12924,32664
tests/benchmark/footprint/microkernel/footprint-max,arm,arduino_due,True,,TEST=max,False,,15384,29724
tests/kernel/test_ipm/test,arm,arduino_due,True,,,False,,4016,10504
samples/kernel_event_logger/nanokernel/test,arm,nucleo_f103rb,True,,,False,,14392,24324
tests/kernel/test_xip/microkernel/test,arm,stm32_mini_a15,True,,,False,,7612,12896
tests/kernel/test_slist/test,arm,olimexino_stm32,True,,,False,,3656,9080
tests/bluetooth/init/test_6,x86,qemu_x86,True,,CONF_FILE=prj_6.conf,True,,61613,51997
tests/kernel/test_task_priv/test,arm,frdm_k64f,True,,,False,,11160,15956
tests/kernel/test_errno/test,arm,arduino_due,True,,,False,,3760,6898
tests/kernel/test_rand32/test,arm,arduino_due,True,,,False,,8356,10940
tests/kernel/test_sema/nanokernel/test,arc,arduino_101_sss,True,,,False,,8068,15488
tests/kernel/test_ipm/test,arc,arduino_101_sss,True,,,False,,5124,12444
samples/synchronization/nanokernel/test,x86,qemu_x86,True,,,True,,17481,12301
tests/bluetooth/init/test_h5_dbg,x86,qemu_x86,True,,CONF_FILE=prj_h5_dbg.conf,True,,45618,33026
tests/kernel/test_ring_buf/test,arm,nucleo_f103rb,True,,,False,,4660,8944
tests/kernel/test_obj_tracing/microkernel/test,x86,galileo,True,,,False,,51432,36616
tests/kernel/test_early_sleep/test,arm,olimexino_stm32,True,,,False,,9448,15812
samples/kernel_event_logger/nanokernel/test,arm,qemu_cortex_m3,True,,,True,,14000,18768
tests/kernel/test_timer/microkernel/test,arm,nucleo_f103rb,True,,,False,,14084,26204
tests/bluetooth/init/test_15,arm,olimexino_stm32,True,,CONF_FILE=prj_15.conf,False,,14124,44732
samples/philosophers/microkernel/test,x86,qemu_x86,True,,,True,,26277,14685
tests/kernel/test_xip/microkernel/test,x86,qemu_x86,True,,,True,0.8007016181945801,7436,13080
tests/bluetooth/init/test_11,arm,olimexino_stm32,True,,CONF_FILE=prj_11.conf,False,,14152,47260
samples/drivers/grove_lcd/test,x86,quark_d2000_crb,True,,,False,,1180,9079
samples/bluetooth/beacon/test_arm,arm,frdm_k64f,True,,,False,,12492,26894
tests/bluetooth/init/test_13,arm,stm32_mini_a15,True,,CONF_FILE=prj_13.conf,False,,14008,45896
tests/bluetooth/init/test_14,x86,qemu_x86_iamcu,True,,CONF_FILE=prj_14.conf,True,,63979,54267
tests/kernel/test_build/test_newlib,x86,quark_d2000_crb,True,,CONF_FILE=newlib.conf,False,,3808,17058
tests/bluetooth/init/test_19,arm,frdm_k64f,True,,CONF_FILE=prj_19.conf,False,,14988,39718
tests/kernel/test_critical/test,arm,olimexino_stm32,True,,,False,,9120,13908
